,Location,Title,Price,Company,Summary,Salary_category
153,"Brooklyn, NY 11221 (Bushwick area)","Data Research Scientist, Brooklyn Neighborhood Health Action...",82175,New York City DEPT OF HEALTH/MENTAL HYGIENE,The Center focuses on these key areas: leveraging community assets to better integrate primary care and public health to serve the health needs of communities;…,LowMid
154,"New York, NY",Senior Data Scientist,107500,MetroPlus Health Plan," MetroPlus Health Plan provides the highest quality healthcare services to residents of Bronx, Brooklyn, Manhattan, Queens and Staten Island through a…",High
155,"New York, NY",Senior Data Scientist,107500,MetroPlus Health Plan,"Apply data mining techniques to create statistical models and solutions detecting patterns, relationships across available data sets (e.g. NHWS, Electronic…",High
156,"Manhattan, NY 10007 (Financial District area)","Senior Data Analyst M/WBE, Enterprise Data Services",72500,New York City MAYORS OFFICE OF CONTRACT SVCS,"Proficiency in SAS, STATA, SQL, R, SPSS (and/or other statistical software), Python or other programming languages with associated documentation.",LowMid
157,"New York, NY",Jr. Data Scientist,77500,SConcept," Translate data analytics into business speak.Experience with Machine Learning, Tableau highly preferred.Experience with Data Science and Programming Languages…",LowMid
158,"New York, NY",Data Scientist,85000,Systechcorp Inc," 10+ years of experience in relevant areas of computer science, including applied machine learning,.Deep learning, NLP or related disciplines.",LowMid
159,"New York, NY",Data Scientist,95000,Desh Technology Inc.," Selecting features, building and optimizing classifiers using machine learning techniques.Excellent understanding of machine learning techniques and algorithms…",HighMid
160,"New York, NY 10021 (Upper East Side area)","Imaging Scientist, Deep Learning",125000,Diversified Global, Passion for developing seminal computer vision and machine learning algorithms and improving medicine through analytics.What we need from you*.,High
161,"New York, NY",Computational Linguist - AI (Natural Language Reasoning),85000,MIND AI," And can explain it to human and machine, both.Master’s or higher degree in a relevant field (related to linguistics).Would you like to work on a REAL AI?",LowMid
162,"New York, NY",Senior Data Scientist,140000,FINDYR, In Statistics / Computer Science / Mathematics / Physics or equivalent quantitative subject.Findyr is seeking a Senior Data Scientist to integrate and…,High
163,"New York, NY",Computational Linguist - AI (Natural Language Reasoning),85000,MIND AI," And can explain it to human and machine, both.This is not deep learning but something totally new.Master’s or higher degree in a relevant field (related to…",LowMid
164,"New York, NY 10007 (Financial District area)",NLP Research Engineer,200000,NLMatics," We are looking for NLP research engineers who love to read, conduct and apply machine learning research.3-5 years of relevant experience.",High
165,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire,Maintain records of HUD rent billing andreceipts Maintain records of monthly individuals' benefits receipts. Review application of lump sums and issue payments…,Low
166,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire, Maintain records of HUD rent billing andreceipts Maintain records of monthly individuals' benefits receipts.Review application of lump sums and issue payments…,Low
167,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire," Summary*: Coordinate and maintain records of ""Lifespire SSA/SSIDirect Payee"" bank account.Maintain records of HUD rent billing andreceipts Maintain records of…",Low
168,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire,"Summary*: Coordinate and maintain records of ""Lifespire SSA/SSIDirect Payee"" bank account. Maintain records of HUD rent billing andreceipts Maintain records of…",Low
169,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire,"Coordinate and maintain records of ""Lifespire SSA/SSIDirect Payee"" bank account. Maintain records of HUD rent billing andreceipts Maintain records of monthly…",Low
170,"New York, NY 10004 (Financial District area)",Statistician/ Biller,28500,Lifespire," Coordinate and maintain records of ""Lifespire SSA/SSIDirect Payee"" bank account.Maintain records of HUD rent billing andreceipts Maintain records of monthly…",Low
171,"Salem, OR",Data Scientist,81876,Oregon Lottery," Use a business analytics platform, such as Power BI or Tableau, to visualize and share insights (training is provided).As an employee, you will enjoy:",LowMid
172,"Portland, OR 97214 (Buckman area)",Data Scientist (Jr. to Sr. Level),150000,Piper Companies, Please send resumes to Jason Olsavsky at jolsavsky@zacharypiper.com.Creating dashboards for data visualization.At least 3 years if Data Science experience.,High
173,"Bannockburn, IL 60015",Data Scientist,77500,WLBenefits Group, Data245 is a new machine learning company with a focus on employer health insurance programs and healthcare in general.This Job Is Ideal for Someone Who Is:,LowMid
174,"Time, IL",Data Scientist,120000,DigitCompass," Shall have a minimum of a Master’s degree in computer science, statistics, or applied mathematics, and demonstrated experience of four (4) years in creating…",High
175,"Time, IL",Data Scientist,120000,DigitCompass,"Shall have a minimum of a Master’s degree in computer science, statistics, or applied mathematics, and demonstrated experience of four (4) years in creating…",High
176,"Bannockburn, IL 60015",Data Scientist,77500,WLBenefits Group,Data245 is a new machine learning company with a focus on employer health insurance programs and healthcare in general. This Job Is Ideal for Someone Who Is:,LowMid
177,"Time, IL",Statistical Programming Analyst,120000,DigitCompass," The key personnel shall also demonstrate experience using advanced analytic techniques such as modern econometric methods, machine learning, multivariate…",High
178,"Chicago, IL",022: Data Science Lead - Dynamic Pricing,150000,Dataspace, Creating machine learning models and frameworks to analyze large data sets and help solve complex business demands.Mentoring and guiding junior team members.,High
179,"Chicago, IL",Sr Healthcare Data Analyst,87500,AG Foundry," Own analytics projects and be accountable for gathering customer requirements, execute analytics work efforts, and exceed customer expectations.",HighMid
180,"Chicago, IL",Artificial Intelligence Engineer,120000,Sky RPO,"Closely collaborate with Architects, Data scientists and big data engineers to develop large scale digital applications.",High
181,"Time, IL",Senior Statistical Programming Analyst,145000,DigitCompass," The key personnel shall also demonstrate experience using advanced analytic techniques such as modern econometric methods, machine learning, multivariate…",High
182,"Seattle, WA",Computational Linguist - AI (Natural Language Reasoning),80000,MIND.AI, This is not deep learning but something totally new.Master’s or higher degree in a relevant field (related to linguistics).,LowMid
183,"Seattle, WA",Senior Data Scientist,213500,Indeed," We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving…",High
184,"Colorado Springs, CO 80919 (Northwest Colorado Springs area)",Senior Data Scientist,115000,Data Ninjas Inc," Minimum of two years of experience utilizing analytics and software development processes for natural language processing, machine learning on unstructured data…",High
185,"Denver, CO",Machine Learning Engineer (Speech Recognition and NLP),82500,"Dream Face Technologies, LLC",Knowledge of machine learning and deep learning research. Experience building systems based on machine learning and/or deep learning methods.,LowMid
186,"Golden, CO 80401",Data Science And Resource Manager,100000,Wowza Media Systems," Wowza Media Systems is currently seeking a Data Science & Resource Manager to architect, administer and manage Wowza’s internal data structure and facilitate…",HighMid
187,"Golden, CO 80401",Data Science And Resource Manager,100000,Wowza Media Systems,"Wowza Media Systems is currently seeking a Data Science & Resource Manager to architect, administer and manage Wowza’s internal data structure and facilitate…",HighMid
188,"Denver, CO",Senior Machine Learning (ML) and Computer Vision (CV) Engine...,115000,"Takeoffs, Inc.","They can make optimal technology decisions that employ the latest and most effective data processing and machine learning tools, to take the fullest advantage…",High
189,"Denver, CO",Senior Machine Learning (ML) and Computer Vision (CV) Engine...,115000,"Takeoffs, Inc."," They can make optimal technology decisions that employ the latest and most effective data processing and machine learning tools, to take the fullest advantage…",High
190,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky, Support for the position comes from a recent NSF CAREER award (https://nsf.gov/awardsearch/showAward?AWD_ID=1846260); the specific project is flexible and will…,Low
191,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky," Salary is $50,000, and benefits are included.Lexington and the surrounding area is home to many bourbon distilleries and microbreweries and numerous outdoor…",Low
192,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky," The specific project is flexible and will broadly relate to understanding how processes at the genetic scale, such as recombination, interact and coevolve with…",Low
193,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky,"The specific project is flexible and will broadly relate to understanding how processes at the genetic scale, such as recombination, interact and coevolve with…",Low
194,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky,"The successful candidate will have a Ph.D., expertise in mathematical or computational modeling, experience with scientific computing, interests in evolution…",Low
195,"Lexington, KY",Post-Doctoral Scholar in Mathematical/Computational Evolutio...,50000,University of Kentucky," The successful candidate will have a Ph.D., expertise in mathematical or computational modeling, experience with scientific computing, interests in evolution…",Low
196,"Little Rock, AR",Statistical Assistant,48361,US Department of the Army,"The documents you are required to submit vary based on the authority you are using to apply (i.e., applying as a veteran, applying as a current permanent…",Low
197,"Santa Fe, NM",Statistician Supervisor,65088,State of New Mexico," Skill in data analysis and scripting/coding using one or more relevant statistical packages, such as SPSS, STAT A, and R.This position is a Pay Band 80.",LowMid
198,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research, Demonstrated record of scientific publications in peer reviewed journals or conference proceedings.Is searching for a Machine Learning Engineer.,High
199,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research,The primary role for the Machine Learning Engineer will be to develop and implement machine learning algorithms with a focus on reinforcement learning…,High
200,"Los Alamos, NM",Ph.D. Statistician,119700,Los Alamos National Laboratory," Demonstrated willingness and ability to work in a collaborative, multidisciplinary, scientific environment and contribute to diverse application areas.",High
201,"Los Alamos, NM",Ph.D. Statistician,119700,Los Alamos National Laboratory,"Demonstrated willingness and ability to work in a collaborative, multidisciplinary, scientific environment and contribute to diverse application areas.",High
202,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research,Machine Learning: 3 years (Required). The primary role for the Machine Learning Engineer will be to develop and implement machine learning algorithms with a…,High
203,"Los Alamos, NM",Ph.D. Statistician,119700,Los Alamos National Laboratory,"Statisticians in the Statistical Sciences Group work in partnership with world-leading scientists in a wide range of science, technology, and engineering areas…",High
204,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research,Will be to develop and implement machine learning algorithms with a focus on reinforcement learning techniques and robotics applications.,High
205,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research, Machine Learning: 3 years (Required).The primary role for the Machine Learning Engineer will be to develop and implement machine learning algorithms with a…,High
206,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research, The primary role for the Machine Learning Engineer will be to develop and implement machine learning algorithms with a focus on reinforcement learning…,High
207,"Los Alamos, NM",Ph.D. Statistician,119700,Los Alamos National Laboratory," Statisticians in the Statistical Sciences Group work in partnership with world-leading scientists in a wide range of science, technology, and engineering areas…",High
208,"Albuquerque, NM 87110 (Uptown area)",Machine Learning Engineer,112500,Verus Research, Will be to develop and implement machine learning algorithms with a focus on reinforcement learning techniques and robotics applications.,High
209,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company, Ability to work with others in a demanding and fast paced environment.Senior Mathematician for Game Design and Development.,HighMid
210,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company,Ability to work with others in a demanding and fast paced environment. Senior Mathematician for Game Design and Development.,HighMid
211,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company, Senior Mathematician for Game Design and Development.We're looking for a senior mathematician in our Las Vegas game studio to play a key role in the design and…,HighMid
212,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company,Salary Range: Wide salary range competitive with market rates to accommodate mid level and senior level engineers. 5 or more years in the gaming industry.,HighMid
213,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company,"Salary Range: Wide salary range competitive with market rates to accommodate mid level and senior level engineers. Salary: $70,000.00 to $110,000.00 /year.",HighMid
214,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company,Wide salary range competitive with market rates to accommodate mid level and senior level engineers. Ability to work with others in a demanding and fast paced…,HighMid
215,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company,Wide salary range competitive with market rates to accommodate mid level and senior level engineers. Senior Mathematician for Game Design and Development.,HighMid
216,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company, Salary Range: Wide salary range competitive with market rates to accommodate mid level and senior level engineers.5 or more years in the gaming industry.,HighMid
217,"Las Vegas, NV",Casino Gaming Software Mathematician (19-00072),90000,Game Development Company, Wide salary range competitive with market rates to accommodate mid level and senior level engineers.Ability to work with others in a demanding and fast paced…,HighMid
218,"Stamford, CT","AVP, Credit Model Development",110000,Synchrony,"Plan and execute self-driven analytics on large data sets using next generation technologies, prepare analysis and reports to support discussions on key…",High
219,"Greenwich, CT",Data Scientist,119500,ZUNA,"Experience using statistical programming languages, machine learning and other toolkits and techniques for analyzing large, complex datasets.",High
220,"Greenwich, CT",Data Scientist,119500,ZUNA," 2+ years mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports.Produce daily metrics and reports.",High
221,"Greenwich, CT",Data Scientist,119500,ZUNA,"The junior data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can…",High
222,"Greenwich, CT",Data Scientist,119500,ZUNA,"2+ years mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports. This also requires the ability to:",High
223,"Greenwich, CT",Data Scientist,119500,ZUNA," 2+ years mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports.This also requires the ability to:",High
224,"Cambridge, MA",Data Scientist,82292,US Department of Transportation," Communicate effectively, verbally and in writing, as you manage project expectations and deliver results to Volpe staff, co-workers, sponsors, and other parties…",LowMid
225,"Boston, MA",Lead Data Scientist,135000,Neurable Inc.,"Expertise in statistical and signal processing, linear algebra, time-frequency analysis, machine learning, and their application to multivariate biometric and…",High
226,"Boston, MA 02101",Data Science Project Manager II,134700,Liberty Mutual Insurance,Strong ability to manage all aspects of the project management life cycle. Conducts project meetings and prepares regular reports to communicate the status of…,High
227,"Boston, MA 02101",Data Science Project Manager II,134700,Liberty Mutual Insurance, Strong ability to manage all aspects of the project management life cycle.Conducts project meetings and prepares regular reports to communicate the status of…,High
228,"Framingham, MA 01701",Data Scientist,67500,MCR labs,"We are a team of researchers, analytical chemists, pharmaceutical scientists, technologists, and cannabis enthusiasts working to advance the cannabis industry…",LowMid
229,"Boston, MA",Data Science Engineer,125000,"SteepRock, Inc.","Effective organizational and time management skills with the ability to work independently, as well as with remote teams, under strict project deadlines.",High
230,"Boston, MA",Data Science Engineer,125000,"SteepRock, Inc."," Effective organizational and time management skills with the ability to work independently, as well as with remote teams, under strict project deadlines.",High
231,"Atlanta, GA 30307",Lead Mathematical Statistician (Data Scientist)(Direct Hire),126767,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
232,"Atlanta, GA 30307",Lead Computer Scientist (Data Scientist),126767,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
233,"Atlanta, GA 30307",Lead Health Scientist (Data Scientist),126767,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
234,"Atlanta, GA 30307",Lead Statistician (Data Scientist)(Direct Hire),126767,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
235,"Atlanta, GA 30305 (Buckhead area)",Mathematical Statistician (Data Scientist)- (Direct Hire),107273,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
236,"Atlanta, GA 30305 (Buckhead area)",Statistician (Data Scientist) ( Direct Hire),107273,Centers for Disease Control and Prevention,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
237,"Atlanta, GA 30307",Lead Statistician (Data Scientist)(Direct Hire),126767,Centers for Disease Control and Prevention," Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic…",High
238,"Atlanta, GA 30305 (Buckhead area)",Statistician (Health),103151,Centers for Disease Control and Prevention,Specialized Experience: Specialized experience is experience which is directly related to the position which has equipped the applicant with the particular…,HighMid
239,"Atlanta, GA 30305 (Buckhead area)",Statistician (Health),103151,Centers for Disease Control and Prevention,"And/or designing and conducting statistical analyses of population, clinical, health, or administrative data related to health topics for publication.",HighMid
240,"Atlanta, GA 30303 (Five Points area)",Economist/Statistician,50857,US Department of Labor,"Examples of qualifying experience include (a) individual economic research assignments requiring planning, information assembly, analysis and evaluation,…",Low
241,"Atlanta, GA",Sr. Data Scientist,115000,Sky RPO,"Experience in Deep Learning strongly preferred. 5 years experience in predictive analytics and advanced expertise with software such as Python, or any…",High
242,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc."," Medical insurance, United Health Care Platinum Plan.Define and document cloud solution architecture(s) including technical designs and diagrams.",HighMid
243,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc.", Design and deploy dynamically scalable and highly available services on AWS.GENESIS is now deployed at multiple manufacturing plants.,HighMid
244,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc.",Define and document cloud solution architecture(s) including technical designs and diagrams. Design and deploy dynamically scalable and highly available…,HighMid
245,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc.","Our solution needs to have enterprise level monitoring, along with fully automated deployment. Define and document cloud solution architecture(s) including…",HighMid
246,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc."," Medical insurance, United Health Care Platinum Plan.Our solution needs to have enterprise level monitoring, along with fully automated deployment.",HighMid
247,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc.", Define and document cloud solution architecture(s) including technical designs and diagrams.Design and deploy dynamically scalable and highly available…,HighMid
248,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc.","Medical insurance, United Health Care Platinum Plan. Our solution needs to have enterprise level monitoring, along with fully automated deployment.",HighMid
249,"Atlanta, GA",AWS DevOps Engineer for AI Platform,105000,"DecisionIQ, Inc."," Our solution needs to have enterprise level monitoring, along with fully automated deployment.Define and document cloud solution architecture(s) including…",HighMid
250,"Bridgewater, NJ",Statistical Analyst,71000,Dataplus Pharma Services, Conduct statistical analysis of the clinical trial data by various analytical methods using different statistical packages including SAS - Statistical Analysis…,LowMid
251,London,Data Scientist,33103,UK Government - National Crime Agency,Develop innovative solutions to data challenges through the effective use of software tools and the exploitation of data to extract maximum intelligence value.,Low
252,London NW9,919-AP-11862797-EXT - Assistant Healthcare Scientist,23327,Public Health England,"Data from clinical vaccine trials help to generate information regarding formulation and delivery of influenza vaccines, while seroepidemiology tracks incidence…",Low
253,United Kingdom,Data and Technology Graduate Scheme 2020,27500,EDF Energy Limited,"Ingesting data, preparing data, wrangling data, building data engineering pipelines and creating and visualising data assets using industry leading technologies…",Low
254,London,Data Scientist,47500,Chaser Technologies Limited," As our first data scientist, you’ll be instrumental in harnessing data to help drive towards this goal.We’re looking for an inquisitive Data Scientist who is…",Low
255,United Kingdom,Water Quality Distribution Scientist,35000,South East Water,"Excellent analytical and interpretation skills relating to data analysis and investigations. Design and plan South East Waters, annual, sequential flushing…",Low
256,London,Assistant Healthcare Scientist,23327,Public Health England,"Public Health England (PHE) is an executive agency of the Department of Health and Social Care providing; Strategic leadership, research, advice and support for…",Low
257,London,Data Scientist,47500,Virgin Media,"Advanced data preparation and munging skills with ability to transform data into suitable formats and outputs. £40,000 - £55,000 per annum + excellent benefits.",Low
258,Birmingham,Data Scientist,40000,Technical Team Solutions,"You'll join a growing team of data scientists, working to deliver analytics and algorithms that help their customers look at their products & services…",Low
259,London SE1,Data Science Graduate,24000,NHS Digital,"Our work-based graduate scheme is designed to increase your experience of analysis, statistics, data management and data science.",Low
260,London,Senior Data Scientist,57975,Ofgem,"You will advise the design of data pipelines, partake in data exploration and work to automate analytical methods. Up to 30 days’ annual leave.",LowMid
261,London,CMA1201 Head of Data and Techology Insight,73118,UK Government - Competition & Markets Authority,You will lead your team to work hand in hand with our data science and data engineering teams to shape analytical projects that directly benefit consumers.,LowMid
262,London,Data Scientist,50000,Zarathustra Technologies Ltd.,"Data Scientist role in Milan. We are looking for an excellent Data Scientist to join us in the fantastic, sunny, and competitive Milan as we develop some of…",Low
263,London,Data Scientist,50000,Zarathustra Technologies Ltd.," Data Scientist role in Milan.We are looking for an excellent Data Scientist to join us in the fantastic, sunny, and competitive Milan as we develop some of…",Low
264,London,Junior Data Scientist,62500,Harnham," As a Data Scientist you will be:As a team of 15 Machine Learning Data Scientists, you will sit at the heart of the organisation with one clear goal:",LowMid
265,Manchester,Senior Data Scientist,67500,Opus Recruitment Solutions, There is a fantastic opportunity for a Senior Data Scientist in the Manchester area working for a fabulous company which have had millions investment to enable…,LowMid
266,London,Junior Data Scientist,62500,Harnham,"As a Data Scientist you will be: As a team of 15 Machine Learning Data Scientists, you will sit at the heart of the organisation with one clear goal:",LowMid
267,London,"G2 Senior Data Scientist, Data Science",54380,UK Government - National Crime Agency,"Experience managing teams to deliver data solutions and solve operational data problems. Deep knowledge of a number of data science specialisms, with experience…",Low
268,London,"CMA1040 Data Science, Lead Data Scientist",73118,UK Government - Competition & Markets Authority,"To learn more about out Data Science Unit, please watch this video: You will lead data scientists to apply these techniques at the CMA, e.g. using natural…",LowMid
269,Hampshire,Data Scientist (m/w/d),65000,Millennium Consulting,Millennium Consulting are looking for an experienced Data Scientist for our global online retail client based on the South Coast.,LowMid
270,Birmingham,Data Scientist,40000,Technical Team Solutions, Data Scientist - Python/Machine Learning/Time Series.Data Scientist - Python/Machine Learning/Time Series.Ideally 2 years + experience within a similar Data…,Low
271,London,Data Scientist - AI,70000,Oho Group, Data Scientist - AI and Machine Learning.Data Scientist - AI and Machine Learning.Looking for a Data Scientist with:Data Scientist - AI and Machine Learning.,LowMid
272,Hampshire,Data Scientist (m/w/d),65000,Millennium Consulting, Millennium Consulting are looking for an experienced Data Scientist for our global online retail client based on the South Coast.,LowMid
273,London,"Senior Data Scientist, Operations",64500,Monzo,"We work in cross-functional squads, so every data scientist is a member of the central data team as well as fully embedded into another team alongside engineers…",LowMid
274,London,Data Scientist / Machine Learning Engineer / AI Expert,36000,Decision Lab Ltd,"We are seeking to appoint data scientists, machine learning engineers and AI experts as full-time Consultants. To qualify for the role you must:",Low
275,London,Data Scientist,87500,Source Code Personnel,"As a Data Scientist, you will be tasked with innovation, improvement, and implementation. They are looking for a qualified and passionate Data Scientist to join…",HighMid
276,East Kilbride,B1 MI Data Scientist,32929,UK Government - Department for International Devel...,Working in a Data Science or Digital team according to Agile methodology. Extensive experience of using Excel to perform fundamental analyses and data…,Low
277,London,Assistant Healthcare Scientist,23327,Public Health England,"Data from clinical vaccine trials help to generate information regarding formulation and delivery of influenza vaccines, while seroepidemiology tracks incidence…",Low
278,South Kensington,Microbiology Lab Technician,42316,Imperial College London,"Knowledge of research methods, data analysis and statistical procedures. The role would suit a Healthcare Scientist or someone with broad clinical microbiology…",Low
279,London,Data Scientist,47500,Oscar Technology,A well established London based technology consulting business is looking to hire TWO Data Scientists to join their team.,Low
280,London,Statistician,50413,King's College London,We are looking for a statistician with a strong interest in epidemiology and a good understanding of statistical methodology. This is a full-time post.,Low
281,London,Data Scientist,52500,Harnham," Deliver high impact data science that will predict, measure and interpret using Python and SQL.Build out your capability to drive change within the company…",Low
282,London,Senior Data Scientist,75000,Tractable, Mentor other data scientists and architect and be chief advocate for data-lead projects at Tractable.Wrangle/clean data and build data pipelines using big-data…,LowMid
283,Fareham,Defence and Security Analysis Graduate,24750,UK Government - Defence Science and Technology Lab...," We are leading in state of the art techniques including data science, behavioral analytics, visualisation and the use of virtual/augmented reality to explore…",Low
284,London,Senior Data Scientist,72500,Mango Solutions, Development of bespoke data science tools.Modelling is a fundamental component of data science.A good working knowledge of statistical and/or machine learning…,LowMid
285,London,Data Analyst,37500,HealthyHealth," The data analyst will be responsible for establishing data collection, data processes and implementing data quality processes that allow us to deliver to…",Low
286,London,Principle Data Scientist,82500,Oscar Technology," From a data perspective the task is an interesting one - they generate 21 data points per second for each of their 250,000 clients and this data collected will…",LowMid
287,London,"Game Data Scientist, London",70000,Datascope Recruitment," Our client is looking for an experienced data scientist with a good understanding of the data structures that underpin analysis, you will join a busy game…",LowMid
288,Stratford,Translational Scientist - Drug Development,48000,Cancer Research UK," The CDD Translational Sciences team is an established and experienced group of clinicians, biomarker scientists and translational scientists.",Low
289,London,Applied Data Scientist,87500,Harnham, A proven track record of working as part of a high-performing team of data scientists.Helping to build a world class data science team of 15-20 people.,HighMid
290,Birmingham,Data Scientist,40000,Technical Team Solutions," You'll join a growing team of data scientists, working to deliver analytics and algorithms that help their customers look at their products & services…",Low
291,London,Data Scientist Cyber Security OSINT,36625,Vector Recruitment Limited," Data Scientist – Cyber Security OSINT.Data Scientist Cyber Security -required experience/knowledge: MSc in Computer Science, Data Analytics, Data Science or…",Low
292,London,Senior Data Scientist,75000,Parallel Consulting, The team is working within a Big Data environment which includes a team of Data Engineers and Data Scientists.Please click on the link to apply!,LowMid
293,Oxford,Medical Device Documentation and Data Scientist,41500,Pharma Scientifix," Interpret and summarise pertinent data from multiple sources (literature reviews, clinical data, customer feedback etc).",Low
294,London,Data Scientist - Deep Learning,80000,Oho Group, Data Scientist – Deep Learning – Cyber Security.Data Scientist – Machine Learning – Central London.Data Scientist – Machine Learning – Central London.,LowMid
295,London,Lead Data Scientist,82500,Opus Recruitment Solutions, Data Scientist/ NoSQL/ R/ python/ Machine Learning/ London/ Consultancy.Data Scientist/ NoSQL/ R/ python/ Machine Learning/ London/ Consultancy.,LowMid
296,London,Data Scientist,27500,A1 People, Knowledge of data transformation using Python/R/SQL .Practical application of some data science techniques.Theoretical understanding of analytical techniques…,Low
297,Greater London,Data Scientist,62500,Salt Recruitment, To apply for the Data Scientist role click “Apply”.2+ years in a Data Science role.Competent using Big Data and ML techniques.This job ad was posted by Salt.,LowMid
298,London EC2A,Data Scientist,85000,Third Republic," Helping clients unlock insights from hidden data to help grow your.I am working with a leading UK based company that offers management, technology and…",LowMid
299,London,Data Scientist - Fintech,75000,Oho Group," We are searching for a highly intelligent Data Scientist or Engineer to join a team of top tier employees working with Tier 1 investment banks and hedgefunds,…",LowMid
300,London,Data Scientist,27500,A1 People, Practical application of some data science techniques.Theoretical understanding of analytical techniques used in data industry.,Low
301,Greater London,Data Scientist,62500,Salt Recruitment," Experienced working with large complex data sets.Use predictive models with large, complex data sets.Use data visualisation techniques to deliver insights and…",LowMid
302,London,Data Scientist,80000,GCS Recruitment Specialists Ltd,"Experience with working on large data sets and data preprocessing/wrangling. Strong organisational and self-starting skills, happy to work in a team and…",LowMid
303,London,Senior Data Scientist,75000,Tractable,4+ years industry experience as a data scientist or analyst. Wrangle/clean data and build data pipelines using big-data technologies like Apache Spark.,LowMid
304,London,Higher Statistical Officer across GSS,29017,UK Government - Government Statistical Service,"Membership of a professional community of Methodologists, Data Scientists and Statisticians. Presenting and Disseminating Data Effectively.",Low
305,Oxford,Software Engineer/Data Scientist,36569,University of Oxford,"The team is expanding, and we are looking for skilled software engineers and applied data scientists. The clinical informatics team within the Oxford Big Data…",Low
306,London,Quality Lead/Senior Scientist (BMS/CS),43000,Health Services Laboratories LLP,Your application for this role will be managed in accordance with the General Data Protection Regulation. HCPC-registered Biomedical or Clinical Scientists with…,Low
307,Birkenhead,Graduate Data Scientist,22500,Crowder Consulting,"All applications for this Graduate Data Scientist vacancy are to be submitted via email, and strictly no agency calls or agency CV submissions.",Low
308,London,Senior Data Scientist - Python - R - Machine Learning - NLP,75000,Parallel Consulting,The team is working within a Big Data environment which includes a team of Data Engineers and Data Scientists. Please click on the link to apply!,LowMid
309,Chippenham,Graduate Data Scientist,27000,Mango Solutions," Attending conferences – e.g. Bristol Data Science, LondonR, EARL.At Mango, we firmly believe that any decision can be better made using analytics and data.",Low
