,Location,Title,Price,Company,Summary
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
1,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
0,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
1,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
For paid work experience, please indicate your starting salary for each position and the highest salary you earned (if different). 3327 and 3330 and 5 CFR 330."
0,"Anchorage, AK",Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 This series covers positions that manage, supervise, lead, or perform scientific work or provide professional consultation in applying statistical theories,…"
1,"Anchorage, AK",Mathematical Statistician,"
$62,236 - $166,500 a year","

US Department of Energy","
 Your resume should also include any education and training you have completed (list the program title, subject area, number of hours completed, and completion…"
7,"Galveston, TX 77550",Clinical Data Scientist,"
$101,231 a year","

UTMB","
 Five years of clinical analytics experience in a healthcare or hospital environment.Support the rest of the Clinical Data and Analytics Team in understanding…"
0,"Austin, TX",Data Scientist @ Apple Inc.,"
$40 - $55 an hour","
TekHiring.com","
 Machine Intelligence for the purposes of conducting machine learning and deep neural networks using TensorFlow, MLLIB."
0,"Farmers Branch, TX",Data Scientist,"
$65 - $70 an hour","
Nespon IT Services","
 We are looking for Data Scientist in Farmers Branch TX location for a 6 months contract role.US Citizens and GC holders.Salary: $65.00 to $70.00 /hour."
4,"Austin, TX",Chemical Data Scientist,"
$4,301 - $4,745 a month","

Texas Commission on Environmental Quality","
 Monthly Salary: $4301.16 - $4744.93.Close Date: Open Until Filled.Work Location: Austin, TX 78753.Performs complex chemical analysis of various air samples…"
7,"Austin, TX 78703",Senior Data Scientist - Sports,"
$110,000 - $140,000 a year","
Zelus Analytics","
 At least five years of experience in applied mathematical and predictive modeling (statistics, machine learning, optimization, and/or simulation)."
9,"Irving, TX",Data Scientist,"
$55 - $75 an hour","
Employment Placement Agency","
 Familiar with at least one machine learning framework: TensorFlow, Keras, Caffe, etc.Strong knowledge of advanced mathematics, image/video processing, computer…"
5,"Austin, TX 78703",Senior Data Scientist - Sports,"
$110,000 - $140,000 a year","
Zelus Analytics","
At least five years of experience in applied mathematical and predictive modeling (statistics, machine learning, optimization, and/or simulation)."
4,"Austin, TX 78731","Senior Data Scientist, Product - Resume Search","
$130,000 - $162,000 a year","

Indeed","
Use quantitative analysis, data mining, and machine learning techniques to understand how hundreds of millions of jobseekers and employers are interacting on…"
1,"Austin, TX 78701 (Downtown area)",Director of Research and Statistics,"
$118,000 - $152,000 a year","
Far Harbor, LLC","
The Director also mentors and manages scientific staff, directs analyses of population health surveys, oversees data preparation and quality checking, develops…"
2,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. $70/hr C2C or 1099. 12 to 15 Yrs not more. GC , USC and TN only*. Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. $70/hr C2C or 1099. 12 to 15 Yrs not more. GC , USC and TN only*. Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. GC , USC and TN only*. Looking for PM who can work closely with the senior Management."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Machine Learning: 1 year (Preferred). Project Manager with ML and AI. Rate: $70/hr C2C or 1099."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Machine Learning: 1 year (Preferred).Project Manager with ML and AI.Rate: $70/hr C2C or 1099."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. $70/hr C2C or 1099. 12 to 15 Yrs not more. GC , USC and TN only*. Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. $70/hr C2C or 1099. 12 to 15 Yrs not more. GC , USC and TN only*. Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. $70/hr C2C or 1099. 12 to 15 Yrs not more. GC , USC and TN only*. Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Machine Learning: 1 year (Preferred).Project Manager with ML and AI.Rate: $70/hr C2C or 1099."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank. Salary: $65.00 to $70.00 /hour."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*.This is Right to hire from the Bank.Need Visa independent candidates only."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
PM who has handled Machine learning and AI projects recently. Project Manager with ML and AI. 12 to 15 Yrs not more. GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.Salary: $65.00 to $70.00 /hour.Rate: $70/hr C2C or 1099."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Machine Learning: 1 year (Preferred).Project Manager with ML and AI.Rate: $70/hr C2C or 1099."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
Project Manager with ML and AI. Rate: $70/hr C2C or 1099. Exp: 12 to 15 Yrs not more. Visa : GC , USC and TN only*. This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.Rate: $70/hr C2C or 1099.Exp: 12 to 15 Yrs not more.Visa : GC , USC and TN only*.This is Right to hire from the Bank."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 Project Manager with ML and AI.$70/hr C2C or 1099.12 to 15 Yrs not more.GC , USC and TN only*.Looking for PM who can work closely with the senior Management…"
9,"Wilmington, DE",Project Manager with Machine Learning and Artificial intelli...,"
$65 - $70 an hour","
Qcentrio","
 PM who has handled Machine learning and AI projects recently.Project Manager with ML and AI.12 to 15 Yrs not more.GC , USC and TN only*."
0,"Salt Lake City, UT",Data Scientist,"
$75,900 - $111,000 a year","

University of Utah","
Generate modeling and use insights to find data anomalies and identify trends and other recommended metrics to university leadership."
1,"Salt Lake City, UT",Quantitative Data Scientist,"
$75,900 - $130,049 a year","

University of Utah","
Identifies trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple…"
4,"Salt Lake City, UT",Healthcare Data Scientist,"
$75,900 - $130,049 a year","

University of Utah","
Generate modeling and use insights to drive change with teams across the health system teams. Independently construct and lead teams through multiple project…"
7,"Saint George, UT 84770",Senior Strategic Data Analyst,"
From $55,000 a year","

Dixie State University","
Familiarity with the R programming language. As a member of the newly formed Office of Institutional Effectiveness at Dixie State University (DSU), and…"
6,"Saint George, UT 84770",Senior Strategic Data Analyst,"
From $55,000 a year","

Dixie State University","
 Familiarity with the R programming language.As a member of the newly formed Office of Institutional Effectiveness at Dixie State University (DSU), and…"
4,"Salt Lake City, UT",Data Science Post Doctoral Fellow (E),"
$47,000 - $50,000 a year","

University of Utah","
Interested applicants should send a personal statement, CV, and names of 3 references to: Interested applicants should send a personal statement, CV, and names…"
